Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
790,7,2015-05-10,0,0.0,0,0,0,0
791,7,2015-05-10,0,0.0,0,0,0,0
792,7,2015-05-10,0,0.0,0,0,0,0
793,7,2015-05-10,0,0.0,0,0,0,0
794,7,2015-05-10,0,0.0,0,0,0,0
795,7,2015-05-10,0,0.0,0,0,0,0
796,7,2015-05-10,0,0.0,0,0,0,0
797,7,2015-05-10,0,0.0,0,0,0,0
798,7,2015-05-10,0,0.0,0,0,0,0
799,7,2015-05-10,0,0.0,0,0,0,0
800,7,2015-05-10,0,0.0,0,0,0,0
801,7,2015-05-10,0,0.0,0,0,0,0
802,7,2015-05-10,0,0.0,0,0,0,0
803,7,2015-05-10,0,0.0,0,0,0,0
804,7,2015-05-10,0,0.0,0,0,0,0
805,7,2015-05-10,0,0.0,0,0,0,0
806,7,2015-05-10,0,0.0,0,0,0,0
807,7,2015-05-10,0,0.0,0,0,0,0
808,7,2015-05-10,0,0.0,0,0,0,0
809,7,2015-05-10,0,0.0,0,0,0,0
810,7,2015-05-10,0,0.0,0,0,0,0
811,7,2015-05-10,0,0.0,0,0,0,0
812,7,2015-05-10,0,0.0,0,0,0,0
813,7,2015-05-10,0,0.0,0,0,0,0
814,7,2015-05-10,0,0.0,0,0,0,0
815,7,2015-05-10,0,0.0,0,0,0,0
816,7,2015-05-10,0,0.0,0,0,0,0
817,7,2015-05-10,0,0.0,0,0,0,0
818,7,2015-05-10,0,0.0,0,0,0,0
819,7,2015-05-10,0,0.0,0,0,0,0
820,7,2015-05-10,0,0.0,0,0,0,0
821,7,2015-05-10,0,0.0,0,0,0,0
822,7,2015-05-10,0,0.0,0,0,0,0
823,7,2015-05-10,0,0.0,0,0,0,0
824,7,2015-05-10,0,0.0,0,0,0,0
825,7,2015-05-10,0,0.0,0,0,0,0
826,7,2015-05-10,0,0.0,0,0,0,0
827,7,2015-05-10,0,0.0,0,0,0,0
828,7,2015-05-10,0,0.0,0,0,0,0
829,7,2015-05-10,0,0.0,0,0,0,0
830,7,2015-05-10,0,0.0,0,0,0,0
831,7,2015-05-10,0,0.0,0,0,0,0
832,7,2015-05-10,0,0.0,0,0,0,0
833,7,2015-05-10,0,0.0,0,0,0,0
834,7,2015-05-10,0,0.0,0,0,0,0
835,7,2015-05-10,0,0.0,0,0,0,0
836,7,2015-05-10,0,0.0,0,0,0,0
837,7,2015-05-10,0,0.0,0,0,0,0
838,7,2015-05-10,0,0.0,0,0,0,0
839,7,2015-05-10,0,0.0,0,0,0,0
840,7,2015-05-10,0,0.0,0,0,0,0
841,7,2015-05-10,0,0.0,0,0,0,0
842,7,2015-05-10,0,0.0,0,0,0,0
843,7,2015-05-10,0,0.0,0,0,0,0
844,7,2015-05-10,0,0.0,0,0,0,0
845,7,2015-05-10,0,0.0,0,0,0,0
846,7,2015-05-10,0,0.0,0,0,0,0
847,7,2015-05-10,0,0.0,0,0,0,0
848,7,2015-05-10,0,0.0,0,0,0,0
849,7,2015-05-10,0,0.0,0,0,0,0
850,7,2015-05-10,0,0.0,0,0,0,0
851,7,2015-05-10,0,0.0,0,0,0,0
852,7,2015-05-10,0,0.0,0,0,0,0
853,7,2015-05-10,0,0.0,0,0,0,0
854,7,2015-05-10,0,0.0,0,0,0,0
855,7,2015-05-10,0,0.0,0,0,0,0
856,7,2015-05-10,0,0.0,0,0,0,0
857,7,2015-05-10,0,0.0,0,0,0,0
858,7,2015-05-10,0,0.0,0,0,0,0
859,7,2015-05-10,0,0.0,0,0,0,0
860,7,2015-05-10,0,0.0,0,0,0,0
861,7,2015-05-10,0,0.0,0,0,0,0
862,7,2015-05-10,0,0.0,0,0,0,0
863,7,2015-05-10,2003,302.0,1,0,0,0
864,7,2015-05-10,0,0.0,0,0,0,0
865,7,2015-05-10,0,0.0,0,0,0,0
866,7,2015-05-10,0,0.0,0,0,0,0
867,7,2015-05-10,1385,157.0,1,0,0,0
868,7,2015-05-10,0,0.0,0,0,0,0
869,7,2015-05-10,0,0.0,0,0,0,0
870,7,2015-05-10,0,0.0,0,0,0,0
871,7,2015-05-10,0,0.0,0,0,0,0
872,7,2015-05-10,0,0.0,0,0,0,0
873,7,2015-05-10,0,0.0,0,0,0,0
874,7,2015-05-10,0,0.0,0,0,0,0
875,7,2015-05-10,0,0.0,0,0,0,0
876,7,2015-05-10,0,0.0,0,0,0,0
877,7,2015-05-10,0,0.0,0,0,0,0
878,7,2015-05-10,0,0.0,0,0,0,0
879,7,2015-05-10,0,0.0,0,0,0,0
880,7,2015-05-10,0,0.0,0,0,0,0
881,7,2015-05-10,0,0.0,0,0,0,0
882,7,2015-05-10,0,0.0,0,0,0,0
883,7,2015-05-10,0,0.0,0,0,0,0
884,7,2015-05-10,0,0.0,0,0,0,0
885,7,2015-05-10,0,0.0,0,0,0,0
886,7,2015-05-10,0,0.0,0,0,0,0
887,7,2015-05-10,0,0.0,0,0,0,0
888,7,2015-05-10,0,0.0,0,0,0,0
889,7,2015-05-10,0,0.0,0,0,0,0
890,7,2015-05-10,0,0.0,0,0,0,0
891,7,2015-05-10,0,0.0,0,0,0,0
892,7,2015-05-10,0,0.0,0,0,0,0
893,7,2015-05-10,0,0.0,0,0,0,0
894,7,2015-05-10,0,0.0,0,0,0,0
895,7,2015-05-10,0,0.0,0,0,0,0
896,7,2015-05-10,0,0.0,0,0,0,0
897,7,2015-05-10,0,0.0,0,0,0,0
898,7,2015-05-10,0,0.0,0,0,0,0
899,7,2015-05-10,0,0.0,0,0,0,0
900,7,2015-05-10,0,0.0,0,0,0,0
901,7,2015-05-10,0,0.0,0,0,0,0
902,7,2015-05-10,0,0.0,0,0,0,0
903,7,2015-05-10,0,0.0,0,0,0,0
904,7,2015-05-10,0,0.0,0,0,0,0
905,7,2015-05-10,0,0.0,0,0,0,0
906,7,2015-05-10,0,0.0,0,0,0,0
907,7,2015-05-10,0,0.0,0,0,0,0
908,7,2015-05-10,0,0.0,0,0,0,0
909,7,2015-05-10,0,0.0,0,0,0,0
910,7,2015-05-10,0,0.0,0,0,0,0
911,7,2015-05-10,0,0.0,0,0,0,0
912,7,2015-05-10,0,0.0,0,0,0,0
913,7,2015-05-10,0,0.0,0,0,0,0
914,7,2015-05-10,0,0.0,0,0,0,0
915,7,2015-05-10,0,0.0,0,0,0,0
916,7,2015-05-10,0,0.0,0,0,0,0
917,7,2015-05-10,0,0.0,0,0,0,0
918,7,2015-05-10,0,0.0,0,0,0,0
919,7,2015-05-10,0,0.0,0,0,0,0
920,7,2015-05-10,0,0.0,0,0,0,0
921,7,2015-05-10,0,0.0,0,0,0,0
922,7,2015-05-10,0,0.0,0,0,0,0
923,7,2015-05-10,0,0.0,0,0,0,0
924,7,2015-05-10,0,0.0,0,0,0,0
925,7,2015-05-10,0,0.0,0,0,0,0
926,7,2015-05-10,0,0.0,0,0,0,0
927,7,2015-05-10,0,0.0,0,0,0,0
928,7,2015-05-10,0,0.0,0,0,0,0
929,7,2015-05-10,0,0.0,0,0,0,0
930,7,2015-05-10,0,0.0,0,0,0,0
931,7,2015-05-10,1106,145.0,1,0,0,0
932,7,2015-05-10,0,0.0,0,0,0,0
933,7,2015-05-10,0,0.0,0,0,0,0
934,7,2015-05-10,0,0.0,0,0,0,0
935,7,2015-05-10,0,0.0,0,0,0,0
936,7,2015-05-10,0,0.0,0,0,0,0
937,7,2015-05-10,0,0.0,0,0,0,0
938,7,2015-05-10,0,0.0,0,0,0,0
939,7,2015-05-10,0,0.0,0,0,0,0
940,7,2015-05-10,0,0.0,0,0,0,0
941,7,2015-05-10,0,0.0,0,0,0,0
942,7,2015-05-10,0,0.0,0,0,0,0
943,7,2015-05-10,0,0.0,0,0,0,0
944,7,2015-05-10,0,0.0,0,0,0,0
945,7,2015-05-10,0,0.0,0,0,0,0
946,7,2015-05-10,0,0.0,0,0,0,0
947,7,2015-05-10,0,0.0,0,0,0,0
948,7,2015-05-10,11514,2233.0,1,0,0,0
949,7,2015-05-10,0,0.0,0,0,0,0
950,7,2015-05-10,0,0.0,0,0,0,0
951,7,2015-05-10,0,0.0,0,0,0,0
952,7,2015-05-10,0,0.0,0,0,0,0
953,7,2015-05-10,0,0.0,0,0,0,0
954,7,2015-05-10,0,0.0,0,0,0,0
955,7,2015-05-10,0,0.0,0,0,0,0
956,7,2015-05-10,0,0.0,0,0,0,0
957,7,2015-05-10,0,0.0,0,0,0,0
958,7,2015-05-10,0,0.0,0,0,0,0
959,7,2015-05-10,0,0.0,0,0,0,0
960,7,2015-05-10,0,0.0,0,0,0,0
961,7,2015-05-10,0,0.0,0,0,0,0
962,7,2015-05-10,0,0.0,0,0,0,0
963,7,2015-05-10,0,0.0,0,0,0,0
964,7,2015-05-10,0,0.0,0,0,0,0
965,7,2015-05-10,0,0.0,0,0,0,0
966,7,2015-05-10,0,0.0,0,0,0,0
967,7,2015-05-10,0,0.0,0,0,0,0
968,7,2015-05-10,0,0.0,0,0,0,0
969,7,2015-05-10,0,0.0,0,0,0,0
970,7,2015-05-10,0,0.0,0,0,0,0
971,7,2015-05-10,0,0.0,0,0,0,0
972,7,2015-05-10,0,0.0,0,0,0,0
973,7,2015-05-10,0,0.0,0,0,0,0
974,7,2015-05-10,0,0.0,0,0,0,0
975,7,2015-05-10,0,0.0,0,0,0,0
976,7,2015-05-10,0,0.0,0,0,0,0
977,7,2015-05-10,0,0.0,0,0,0,0
978,7,2015-05-10,0,0.0,0,0,0,0
979,7,2015-05-10,0,0.0,0,0,0,0
980,7,2015-05-10,0,0.0,0,0,0,0
981,7,2015-05-10,0,0.0,0,0,0,0
982,7,2015-05-10,0,0.0,0,0,0,0
983,7,2015-05-10,0,0.0,0,0,0,0
984,7,2015-05-10,0,0.0,0,0,0,0
985,7,2015-05-10,0,0.0,0,0,0,0
986,7,2015-05-10,0,0.0,0,0,0,0
987,7,2015-05-10,0,0.0,0,0,0,0
988,7,2015-05-10,0,0.0,0,0,0,0
989,7,2015-05-10,0,0.0,0,0,0,0
990,7,2015-05-10,0,0.0,0,0,0,0
991,7,2015-05-10,0,0.0,0,0,0,0
992,7,2015-05-10,0,0.0,0,0,0,0
993,7,2015-05-10,0,0.0,0,0,0,0
994,7,2015-05-10,0,0.0,0,0,0,0
995,7,2015-05-10,0,0.0,0,0,0,0
996,7,2015-05-10,0,0.0,0,0,0,0
997,7,2015-05-10,0,0.0,0,0,0,0
998,7,2015-05-10,0,0.0,0,0,0,0
999,7,2015-05-10,0,0.0,0,0,0,0
1000,7,2015-05-10,0,0.0,0,0,0,0
1001,7,2015-05-10,0,0.0,0,0,0,0
1002,7,2015-05-10,0,0.0,0,0,0,0
1003,7,2015-05-10,0,0.0,0,0,0,0
1004,7,2015-05-10,0,0.0,0,0,0,0
1005,7,2015-05-10,0,0.0,0,0,0,0
1006,7,2015-05-10,0,0.0,0,0,0,0
1007,7,2015-05-10,0,0.0,0,0,0,0
1008,7,2015-05-10,0,0.0,0,0,0,0
1009,7,2015-05-10,0,0.0,0,0,0,0
1010,7,2015-05-10,0,0.0,0,0,0,0
1011,7,2015-05-10,0,0.0,0,0,0,0
1012,7,2015-05-10,0,0.0,0,0,0,0
1013,7,2015-05-10,0,0.0,0,0,0,0
1014,7,2015-05-10,0,0.0,0,0,0,0
1015,7,2015-05-10,0,0.0,0,0,0,0
1016,7,2015-05-10,0,0.0,0,0,0,0
1017,7,2015-05-10,0,0.0,0,0,0,0
1018,7,2015-05-10,0,0.0,0,0,0,0
1019,7,2015-05-10,0,0.0,0,0,0,0
1020,7,2015-05-10,0,0.0,0,0,0,0
1021,7,2015-05-10,0,0.0,0,0,0,0
1022,7,2015-05-10,0,0.0,0,0,0,0
1023,7,2015-05-10,0,0.0,0,0,0,0
1024,7,2015-05-10,0,0.0,0,0,0,0
1025,7,2015-05-10,0,0.0,0,0,0,0
1026,7,2015-05-10,0,0.0,0,0,0,0
1027,7,2015-05-10,0,0.0,0,0,0,0
1028,7,2015-05-10,0,0.0,0,0,0,0
1029,7,2015-05-10,0,0.0,0,0,0,0
1030,7,2015-05-10,0,0.0,0,0,0,0
1031,7,2015-05-10,0,0.0,0,0,0,0
1032,7,2015-05-10,0,0.0,0,0,0,0
1033,7,2015-05-10,0,0.0,0,0,0,0
1034,7,2015-05-10,0,0.0,0,0,0,0
1035,7,2015-05-10,0,0.0,0,0,0,0
1036,7,2015-05-10,0,0.0,0,0,0,0
1037,7,2015-05-10,0,0.0,0,0,0,0
1038,7,2015-05-10,0,0.0,0,0,0,0
1039,7,2015-05-10,0,0.0,0,0,0,0
1040,7,2015-05-10,0,0.0,0,0,0,0
1041,7,2015-05-10,0,0.0,0,0,0,0
1042,7,2015-05-10,0,0.0,0,0,0,0
1043,7,2015-05-10,0,0.0,0,0,0,0
1044,7,2015-05-10,0,0.0,0,0,0,0
1045,7,2015-05-10,3126,452.0,1,0,0,0
1046,7,2015-05-10,0,0.0,0,0,0,0
1047,7,2015-05-10,0,0.0,0,0,0,0
1048,7,2015-05-10,0,0.0,0,0,0,0
1049,7,2015-05-10,0,0.0,0,0,0,0
1050,7,2015-05-10,0,0.0,0,0,0,0
1051,7,2015-05-10,0,0.0,0,0,0,0
1052,7,2015-05-10,0,0.0,0,0,0,0
1053,7,2015-05-10,0,0.0,0,0,0,0
1054,7,2015-05-10,0,0.0,0,0,0,0
1055,7,2015-05-10,0,0.0,0,0,0,0
1056,7,2015-05-10,0,0.0,0,0,0,0
1057,7,2015-05-10,0,0.0,0,0,0,0
1058,7,2015-05-10,0,0.0,0,0,0,0
1059,7,2015-05-10,0,0.0,0,0,0,0
1060,7,2015-05-10,0,0.0,0,0,0,0
1061,7,2015-05-10,0,0.0,0,0,0,0
1062,7,2015-05-10,0,0.0,0,0,0,0
1063,7,2015-05-10,0,0.0,0,0,0,0
1064,7,2015-05-10,0,0.0,0,0,0,0
1065,7,2015-05-10,0,0.0,0,0,0,0
1066,7,2015-05-10,0,0.0,0,0,0,0
1067,7,2015-05-10,0,0.0,0,0,0,0
1068,7,2015-05-10,0,0.0,0,0,0,0
1069,7,2015-05-10,0,0.0,0,0,0,0
1070,7,2015-05-10,0,0.0,0,0,0,0
1071,7,2015-05-10,0,0.0,0,0,0,0
1072,7,2015-05-10,0,0.0,0,0,0,0
1073,7,2015-05-10,0,0.0,0,0,0,0
1074,7,2015-05-10,0,0.0,0,0,0,0
1075,7,2015-05-10,0,0.0,0,0,0,0
1076,7,2015-05-10,0,0.0,0,0,0,0
1077,7,2015-05-10,0,0.0,0,0,0,0
1078,7,2015-05-10,0,0.0,0,0,0,0
1079,7,2015-05-10,0,0.0,0,0,0,0
1080,7,2015-05-10,0,0.0,0,0,0,0
1081,7,2015-05-10,5341,775.0,1,0,0,0
1082,7,2015-05-10,0,0.0,0,0,0,0
1083,7,2015-05-10,0,0.0,0,0,0,0
1084,7,2015-05-10,0,0.0,0,0,0,0
1085,7,2015-05-10,0,0.0,0,0,0,0
1086,7,2015-05-10,0,0.0,0,0,0,0
1087,7,2015-05-10,0,0.0,0,0,0,0
1088,7,2015-05-10,0,0.0,0,0,0,0
1089,7,2015-05-10,0,0.0,0,0,0,0
1090,7,2015-05-10,0,0.0,0,0,0,0
1091,7,2015-05-10,0,0.0,0,0,0,0
1092,7,2015-05-10,0,0.0,0,0,0,0
1093,7,2015-05-10,0,0.0,0,0,0,0
1094,7,2015-05-10,0,0.0,0,0,0,0
1095,7,2015-05-10,0,0.0,0,0,0,0
1096,7,2015-05-10,0,0.0,0,0,0,0
1097,7,2015-05-10,11992,2655.0,1,0,0,0
1098,7,2015-05-10,0,0.0,0,0,0,0
1099,7,2015-05-10,3641,543.0,1,0,0,0
1100,7,2015-05-10,0,0.0,0,0,0,0
1101,7,2015-05-10,0,0.0,0,0,0,0
1102,7,2015-05-10,0,0.0,0,0,0,0
1103,7,2015-05-10,0,0.0,0,0,0,0
1104,7,2015-05-10,0,0.0,0,0,0,0
1105,7,2015-05-10,0,0.0,0,0,0,0
1106,7,2015-05-10,0,0.0,0,0,0,0
1107,7,2015-05-10,0,0.0,0,0,0,0
1108,7,2015-05-10,0,0.0,0,0,0,0
1109,7,2015-05-10,0,0.0,0,0,0,0
1110,7,2015-05-10,0,0.0,0,0,0,0
1111,7,2015-05-10,0,0.0,0,0,0,0
1112,7,2015-05-10,0,0.0,0,0,0,0
1113,7,2015-05-10,0,0.0,0,0,0,0
1114,7,2015-05-10,0,0.0,0,0,0,0
1115,7,2015-05-10,0,0.0,0,0,0,0
1,6,2015-05-09,4945,596.0,1,0,0,0
2,6,2015-05-09,2722,348.0,1,0,0,0
3,6,2015-05-09,6024,743.0,1,0,0,0
4,6,2015-05-09,10637,1484.0,1,0,0,0
5,6,2015-05-09,2354,254.0,1,0,0,0
6,6,2015-05-09,3034,361.0,1,0,0,0
7,6,2015-05-09,6699,687.0,1,0,0,0
8,6,2015-05-09,3670,464.0,1,0,0,0
9,6,2015-05-09,7347,651.0,1,0,0,0
10,6,2015-05-09,5447,542.0,1,0,0,0
11,6,2015-05-09,5963,826.0,1,0,0,0
12,6,2015-05-09,6218,719.0,1,0,0,0
13,6,2015-05-09,5416,388.0,1,0,0,0
14,6,2015-05-09,3829,421.0,1,0,0,0
15,6,2015-05-09,6719,694.0,1,0,0,0
16,6,2015-05-09,5751,616.0,1,0,0,0
17,6,2015-05-09,2962,383.0,1,0,0,0
18,6,2015-05-09,5341,561.0,1,0,0,0
19,6,2015-05-09,5226,445.0,1,0,0,0
20,6,2015-05-09,6637,534.0,1,0,0,0
21,6,2015-05-09,5893,590.0,1,0,0,0
22,6,2015-05-09,3941,458.0,1,0,0,0
23,6,2015-05-09,4873,465.0,1,0,0,0
24,6,2015-05-09,8639,812.0,1,0,0,0
25,6,2015-05-09,9459,1380.0,1,0,0,0
26,6,2015-05-09,6431,590.0,1,0,0,0
27,6,2015-05-09,8624,944.0,1,0,0,0
28,6,2015-05-09,2343,319.0,1,0,0,0
29,6,2015-05-09,8506,733.0,1,0,0,0
30,6,2015-05-09,3869,624.0,1,0,0,0
31,6,2015-05-09,6052,597.0,1,0,0,0
32,6,2015-05-09,2618,293.0,1,0,0,0
33,6,2015-05-09,9571,969.0,1,0,0,0
34,6,2015-05-09,8109,980.0,1,0,0,0
35,6,2015-05-09,10310,789.0,1,0,0,0
36,6,2015-05-09,10175,1070.0,1,0,0,0
37,6,2015-05-09,8814,990.0,1,0,0,0
38,6,2015-05-09,7384,651.0,1,0,0,0
39,6,2015-05-09,5342,745.0,1,0,0,0
40,6,2015-05-09,4667,633.0,1,0,0,0
41,6,2015-05-09,6462,496.0,1,0,0,0
42,6,2015-05-09,9140,1045.0,1,0,0,0
43,6,2015-05-09,4701,457.0,1,0,0,0
44,6,2015-05-09,4002,437.0,1,0,0,0
45,6,2015-05-09,6929,560.0,1,0,0,0
46,6,2015-05-09,5919,721.0,1,0,0,0
47,6,2015-05-09,6237,810.0,1,0,0,0
48,6,2015-05-09,2798,302.0,1,0,0,0
49,6,2015-05-09,8684,667.0,1,0,0,0
50,6,2015-05-09,5198,419.0,1,0,0,0
51,6,2015-05-09,8816,646.0,1,0,0,0
52,6,2015-05-09,7212,516.0,1,0,0,0
53,6,2015-05-09,3380,382.0,1,0,0,0
54,6,2015-05-09,10310,928.0,1,0,0,0
55,6,2015-05-09,3402,410.0,1,0,0,0
56,6,2015-05-09,9115,660.0,1,0,0,0
57,6,2015-05-09,7167,700.0,1,0,0,0
58,6,2015-05-09,7488,583.0,1,0,0,0
59,6,2015-05-09,2228,249.0,1,0,0,0
60,6,2015-05-09,6038,532.0,1,0,0,0
61,6,2015-05-09,4781,589.0,1,0,0,0
62,6,2015-05-09,4242,446.0,1,0,0,0
63,6,2015-05-09,9358,879.0,1,0,0,0
64,6,2015-05-09,13174,1011.0,1,0,0,0
65,6,2015-05-09,3461,329.0,1,0,0,0
66,6,2015-05-09,6836,613.0,1,0,0,0
67,6,2015-05-09,6491,648.0,1,0,0,0
68,6,2015-05-09,9155,1264.0,1,0,0,0
69,6,2015-05-09,8492,1200.0,1,0,0,0
70,6,2015-05-09,6892,699.0,1,0,0,0
71,6,2015-05-09,7632,668.0,1,0,0,0
72,6,2015-05-09,2173,278.0,1,0,0,0
73,6,2015-05-09,2415,263.0,1,0,0,0
74,6,2015-05-09,5434,730.0,1,0,0,0
75,6,2015-05-09,6783,773.0,1,0,0,0
76,6,2015-05-09,9634,1014.0,1,0,0,0
77,6,2015-05-09,8597,731.0,1,0,0,0
78,6,2015-05-09,2752,376.0,1,0,0,0
79,6,2015-05-09,5008,528.0,1,0,0,0
80,6,2015-05-09,9138,743.0,1,0,0,0
81,6,2015-05-09,9678,746.0,1,0,0,0
82,6,2015-05-09,6750,625.0,1,0,0,0
83,6,2015-05-09,3590,330.0,1,0,0,0
84,6,2015-05-09,11724,1359.0,1,0,0,0
85,6,2015-05-09,4702,613.0,1,0,0,0
86,6,2015-05-09,3710,515.0,1,0,0,0
87,6,2015-05-09,3785,546.0,1,0,0,0
88,6,2015-05-09,2494,258.0,1,0,0,0
89,6,2015-05-09,5155,484.0,1,0,0,0
90,6,2015-05-09,8391,1088.0,1,0,0,0
91,6,2015-05-09,3711,451.0,1,0,0,0
92,6,2015-05-09,6387,600.0,1,0,0,0
93,6,2015-05-09,3263,324.0,1,0,0,0
94,6,2015-05-09,6775,591.0,1,0,0,0
95,6,2015-05-09,5119,575.0,1,0,0,0
96,6,2015-05-09,2589,251.0,1,0,0,0
97,6,2015-05-09,4694,511.0,1,0,0,0
98,6,2015-05-09,5006,487.0,1,0,0,0
99,6,2015-05-09,6658,616.0,1,0,0,0
100,6,2015-05-09,10658,862.0,1,0,0,0
101,6,2015-05-09,7414,840.0,1,0,0,0
102,6,2015-05-09,6903,1034.0,1,0,0,0
103,6,2015-05-09,3950,357.0,1,0,0,0
104,6,2015-05-09,11763,1443.0,1,0,0,0
105,6,2015-05-09,3612,399.0,1,0,0,0
106,6,2015-05-09,6275,600.0,1,0,0,0
107,6,2015-05-09,8736,1122.0,1,0,0,0
108,6,2015-05-09,14057,1100.0,1,0,0,0
109,6,2015-05-09,5872,694.0,1,0,0,0
110,6,2015-05-09,3531,400.0,1,0,0,0
111,6,2015-05-09,8331,790.0,1,0,0,0
112,6,2015-05-09,5846,735.0,1,0,0,0
113,6,2015-05-09,7558,769.0,1,0,0,0
114,6,2015-05-09,5530,660.0,1,0,0,0
115,6,2015-05-09,11018,786.0,1,0,0,0
116,6,2015-05-09,6396,621.0,1,0,0,0
117,6,2015-05-09,2184,310.0,1,0,0,0
118,6,2015-05-09,9146,867.0,1,0,0,0
119,6,2015-05-09,5103,549.0,1,0,0,0
120,6,2015-05-09,6160,592.0,1,0,0,0
121,6,2015-05-09,2132,246.0,1,0,0,0
122,6,2015-05-09,6389,794.0,1,0,0,0
123,6,2015-05-09,3843,490.0,1,0,0,0
124,6,2015-05-09,2753,334.0,1,0,0,0
125,6,2015-05-09,9685,1337.0,1,0,0,0
126,6,2015-05-09,5570,546.0,1,0,0,0
127,6,2015-05-09,5807,751.0,1,0,0,0
128,6,2015-05-09,9219,754.0,1,0,0,0
129,6,2015-05-09,8294,1079.0,1,0,0,0
130,6,2015-05-09,3906,462.0,1,0,0,0
131,6,2015-05-09,4667,497.0,1,0,0,0
132,6,2015-05-09,8244,766.0,1,0,0,0
133,6,2015-05-09,3639,390.0,1,0,0,0
134,6,2015-05-09,3407,346.0,1,0,0,0
135,6,2015-05-09,7006,680.0,1,0,0,0
136,6,2015-05-09,5477,464.0,1,0,0,0
137,6,2015-05-09,8154,865.0,1,0,0,0
138,6,2015-05-09,3530,361.0,1,0,0,0
139,6,2015-05-09,4472,365.0,1,0,0,0
140,6,2015-05-09,7837,1009.0,1,0,0,0
141,6,2015-05-09,4888,555.0,1,0,0,0
142,6,2015-05-09,3298,416.0,1,0,0,0
143,6,2015-05-09,6367,594.0,1,0,0,0
144,6,2015-05-09,7224,670.0,1,0,0,0
145,6,2015-05-09,6608,1022.0,1,0,0,0
146,6,2015-05-09,8288,799.0,1,0,0,0
147,6,2015-05-09,9236,1075.0,1,0,0,0
148,6,2015-05-09,7565,699.0,1,0,0,0
149,6,2015-05-09,4505,404.0,1,0,0,0
150,6,2015-05-09,8097,855.0,1,0,0,0
151,6,2015-05-09,6341,654.0,1,0,0,0
152,6,2015-05-09,3250,421.0,1,0,0,0
153,6,2015-05-09,4658,442.0,1,0,0,0
154,6,2015-05-09,9835,871.0,1,0,0,0
155,6,2015-05-09,7338,811.0,1,0,0,0
156,6,2015-05-09,3199,328.0,1,0,0,0
157,6,2015-05-09,8071,845.0,1,0,0,0
158,6,2015-05-09,10074,641.0,1,0,0,0
159,6,2015-05-09,7400,715.0,1,0,0,0
160,6,2015-05-09,5675,576.0,1,0,0,0
161,6,2015-05-09,7352,806.0,1,0,0,0
162,6,2015-05-09,7836,625.0,1,0,0,0
163,6,2015-05-09,6397,699.0,1,0,0,0
164,6,2015-05-09,5116,491.0,1,0,0,0
165,6,2015-05-09,3233,325.0,1,0,0,0
166,6,2015-05-09,6223,905.0,1,0,0,0
167,6,2015-05-09,6276,748.0,1,0,0,0
168,6,2015-05-09,5364,533.0,1,0,0,0
169,6,2015-05-09,5824,619.0,1,0,0,0
170,6,2015-05-09,4253,478.0,1,0,0,0
171,6,2015-05-09,7045,666.0,1,0,0,0
172,6,2015-05-09,7558,867.0,1,0,0,0
173,6,2015-05-09,6331,786.0,1,0,0,0
174,6,2015-05-09,7236,566.0,1,0,0,0
175,6,2015-05-09,6346,778.0,1,0,0,0
176,6,2015-05-09,3409,450.0,1,0,0,0
177,6,2015-05-09,1633,213.0,1,0,0,0
178,6,2015-05-09,8036,762.0,1,0,0,0
179,6,2015-05-09,7151,979.0,1,0,0,0
180,6,2015-05-09,7764,904.0,1,0,0,0
181,6,2015-05-09,3822,426.0,1,0,0,0
182,6,2015-05-09,6332,476.0,1,0,0,0
183,6,2015-05-09,3481,418.0,1,0,0,0
184,6,2015-05-09,6646,617.0,1,0,0,0
185,6,2015-05-09,7080,564.0,1,0,0,0
186,6,2015-05-09,4038,405.0,1,0,0,0
187,6,2015-05-09,4400,538.0,1,0,0,0
188,6,2015-05-09,5699,519.0,1,0,0,0
189,6,2015-05-09,7444,731.0,1,0,0,0
190,6,2015-05-09,7594,636.0,1,0,0,0
191,6,2015-05-09,7678,733.0,1,0,0,0
192,6,2015-05-09,16169,1155.0,1,0,0,0
193,6,2015-05-09,4675,691.0,1,0,0,0
194,6,2015-05-09,5291,464.0,1,0,0,0
195,6,2015-05-09,11906,1374.0,1,0,0,0
196,6,2015-05-09,4244,548.0,1,0,0,0
197,6,2015-05-09,6024,765.0,1,0,0,0
198,6,2015-05-09,930,114.0,1,0,0,0
199,6,2015-05-09,9667,806.0,1,0,0,0
200,6,2015-05-09,7096,893.0,1,0,0,0
201,6,2015-05-09,5704,524.0,1,0,0,0
202,6,2015-05-09,7494,613.0,1,0,0,0
203,6,2015-05-09,5956,828.0,1,0,0,0
204,6,2015-05-09,4793,452.0,1,0,0,0
205,6,2015-05-09,6000,812.0,1,0,0,0
206,6,2015-05-09,6020,626.0,1,0,0,0
207,6,2015-05-09,9512,1107.0,1,0,0,0
208,6,2015-05-09,3231,457.0,1,0,0,0
209,6,2015-05-09,4951,523.0,1,0,0,0
210,6,2015-05-09,2442,272.0,1,0,0,0
211,6,2015-05-09,9687,1116.0,1,0,0,0
212,6,2015-05-09,3723,331.0,1,0,0,0
213,6,2015-05-09,8039,699.0,1,0,0,0
214,6,2015-05-09,11138,937.0,1,0,0,0
215,6,2015-05-09,7878,634.0,1,0,0,0
216,6,2015-05-09,6717,804.0,1,0,0,0
217,6,2015-05-09,4777,678.0,1,0,0,0
